-7.641110868672704726e-01,-3.256415399171215252e-01,-6.425292365422685670e-01,-3.370439596830980822e-01,-1.924886338951654619e-01,-9.650866925227297166e-01,1.322156022067513259e-01,3.567043274241061823e-01,-6.449138314724016663e-01,-5.635005782815154518e-01,1.632194348634385950e-01,-6.279893271918388642e-01,-1.733385771778837015e-01,5.978488973820141883e-01,1.503536298822658601e-01,-7.285073824923931074e-01,-4.848061426343570623e-01,8.551977317574896986e-01,-2.791684860784227062e-02,3.519406013612558226e-02
3.812617279247697555e-01,1.118626028341902945e+00,1.260780374539262727e+00,4.603010456059629663e-01,8.826782144276688058e-01,7.901394110273887161e-01,9.204415210115803880e-01,1.173801883958391246e+00,8.631727600188441318e-01,8.614798008595884182e-01,1.404678026056684903e+00,3.359399126447251138e-01,1.352231955132285890e+00,1.029122395342393137e+00,3.615703594016546063e-01,4.137456100641834222e-01,1.462495940368985670e+00,1.447755572839678262e+00,1.211058005962031725e+00,2.909197713752940118e-01
-5.438136882490034463e-01,3.804627950336888498e-01,-1.722152547060991357e-02,-6.290049119225842311e-01,7.860393516249901680e-01,-2.644546479650918269e-01,3.381942663776524305e-01,5.875610764026847344e-01,4.943156360165887886e-01,6.310132984543077583e-01,3.625447882897529506e-01,-5.122888719126550416e-01,-1.824509695262441777e-01,-3.245357196374196729e-01,-5.640291416880760522e-01,-6.663776028691820175e-01,1.713624565137246147e-01,-2.508123065512676275e-01,-5.579202858187913561e-02,2.525546466071481588e-01
5.213215672267733636e-01,9.326782620240086086e-01,1.772304715759788429e+00,9.705358826315744203e-01,6.865066103745260939e-01,7.430603991346976800e-01,1.223829686659254845e+00,2.711034411603883698e-01,4.818946143306619412e-01,-9.084558769704931258e-02,4.111377037281419566e-01,6.943131246027343106e-01,-1.885649980609693799e-02,4.012874610279313914e-01,5.134162014996397350e-01,1.960518485099135289e-01,1.577061820323656605e+00,-1.198373523736369073e-01,3.823006291960708847e-01,4.054934927029973379e-01
1.226129767550210747e+00,2.385727506423078736e-01,7.455566848358982091e-01,2.216441364473595854e-01,1.477338276234435810e+00,5.486438240916429177e-01,6.399488762242145912e-01,7.070985523818718033e-01,8.572471895462681069e-01,1.184662740885567445e+00,9.768004779748283850e-01,1.464733262183198548e+00,1.350389801745678908e-01,4.306106831205808727e-01,1.246263589409081440e+00,1.066238350588721850e+00,-2.810360991079071669e-01,3.869415478089865967e-02,4.457746548291726119e-01,-3.350166080669088053e-01
2.393013277354088530e-01,4.308952406388139034e-02,8.640613059078692260e-01,-7.357105091629474458e-01,-2.034281813774738157e-01,-1.538553108193430718e+00,-7.630100757922801957e-01,-7.813464308308919470e-01,-6.678260539629975456e-01,-4.788570931973452072e-01,-6.160272059353116836e-02,-5.066551217098356208e-01,-5.830052725518425349e-01,6.820514743902976740e-01,2.594927101220036447e-01,-1.074949409032157632e+00,-2.245695318511782834e-01,-6.370706305248294843e-01,3.206972314961383241e-01,-1.124685565423756195e+00
1.496730751355386690e+00,3.379382821767991096e-01,9.453978525793811372e-01,4.074114811855104046e-01,4.877581079327090174e-01,4.989145354606566718e-01,1.423280841167580801e+00,6.333348851977801397e-01,3.340284814229091959e-01,1.488531239426321706e-01,8.912522595631703348e-01,1.347097848078243620e+00,4.450000344032584154e-01,6.874770202169977473e-01,1.516453968098306460e+00,3.804272385320518479e-01,1.388396503032430118e+00,3.406983181074115796e-01,8.221723874800264120e-01,1.657682407708291006e+00
-2.101875278137284031e-01,-1.242905967723990202e+00,-1.578497008771365895e+00,-1.620174490050698468e+00,-2.563465676397789217e-01,-2.021178260772879653e+00,-1.335794485184233160e+00,-3.773660516420858091e-01,-1.221529200326752829e+00,-2.765938431570714728e-01,-5.370903701182548895e-01,-1.551861258091558948e+00,-5.505080033312210741e-01,3.193971696410795591e-01,-1.963348142108604089e-01,-9.952740513542415179e-01,-1.145557711673508283e+00,-4.434027559701760879e-01,-1.097802996066736370e+00,-2.315511943066325351e+00
1.731705018405041541e+00,2.398714767288699257e+00,1.427567429113041353e+00,1.646147513637064685e+00,2.035379127168233104e+00,1.853757438659824119e+00,1.755871011050666564e+00,1.637305877249798591e+00,1.222831757823719556e+00,1.009143068866285020e+00,1.672191622537477329e+00,1.678330527511305625e+00,1.466680942938975551e+00,2.623843040499526325e+00,1.723381881242290081e+00,1.088002124062865450e+00,3.280539682184301142e+00,1.366768631156369374e+00,2.002595358190140118e+00,2.549672323862054668e+00
1.741650005491454323e+00,1.038196616140800277e+00,2.009426051955923942e+00,3.424252940562098058e-01,2.696918527479666317e+00,6.657703424611648435e-01,1.269009463703606677e+00,2.142970058488121499e+00,1.441003249712704104e+00,2.814802171508838935e+00,1.398855020630696222e+00,1.600628763741540617e+00,1.602346437498038956e+00,1.769249237568319533e+00,1.758542659576407541e+00,1.766273597208645185e+00,2.463693592887894468e-01,1.673867059151771919e+00,9.646232885089385256e-01,9.396237785629351080e-01
-1.170204360660188847e+00,-1.185397446107290254e-01,8.569518597469572008e-02,-1.850335891027052204e+00,-1.170975999866804784e+00,-2.625568032977797728e+00,-9.478415275454519229e-01,-1.726664196193042233e+00,-1.695971801900732157e+00,-1.023381671652885183e+00,-1.082043281667730117e+00,-3.031470279568649895e-01,-1.787925025796099021e+00,7.967830474022117304e-01,-1.180473249374953237e+00,-1.086637879668314266e+00,-7.498637783410788682e-01,-1.860324263059928596e+00,-6.615933339931856505e-01,-1.330342730499048942e+00
1.483791210888767420e+00,-2.962231302290373458e-01,9.721494447053524723e-01,-6.841292662155384896e-02,5.972020460353044680e-01,-1.608564697725403114e-01,1.981950031590421712e+00,1.654585768909045407e-01,-2.289635651774568625e-01,-3.640987997556794920e-01,1.011944173243463307e+00,2.179724101491705923e+00,-3.969521500271467884e-01,-1.102165144505274474e+00,1.491026199538519004e+00,7.996607862344318196e-01,7.321292227577729239e-01,-4.395603679860099477e-01,1.916798666832189579e-01,1.067631673772755585e+00
-1.643426256174793432e+00,-2.869468453249202078e+00,-2.988354452032960573e+00,-1.886869174271974092e+00,-7.909726645044847793e-01,-2.782899251290631870e+00,-3.260014833993245986e+00,-1.722738292258424675e+00,-2.045586560058740844e+00,-1.231876126953598494e+00,-1.730833840919661748e+00,-3.982364245584696594e+00,-1.762544219227955011e+00,-8.801990759203359715e-01,-1.640570756041535683e+00,-3.394131084068357396e+00,-2.653411094362412292e+00,-1.695985765074704110e+00,-1.894494375694973698e+00,-4.243220342622226582e+00
-2.816502261273350349e+00,-1.157580303646972952e+00,-3.681651008741263276e+00,-1.381991492744350847e+00,-1.044155930813348787e+00,-1.875388430153133612e+00,-3.022909874684101883e+00,-1.932991706892053907e+00,-2.714783118125987826e+00,-2.939395784345516294e+00,-2.512436551917201388e+00,-2.427351905314816261e+00,-2.150982416774832817e+00,-1.992285893318550105e+00,-2.834353726630622905e+00,-3.017922160365478668e+00,-3.604767294022290791e-01,-2.185141184781561385e+00,-1.252774149212118715e+00,-1.391772572357972138e+00
